interval_from,interval_to,LST,land_type,land_class,elev_class
2023-03-01,2023-03-02,302.6300048828125,106.0,10.0,6.0
2023-03-01,2023-03-02,298.79998779296875,106.0,10.0,6.0
2023-03-01,2023-03-02,318.9100036621094,301.0,30.0,1.0
2023-03-01,2023-03-02,312.3900146484375,301.0,30.0,1.0
2023-03-01,2023-03-02,318.8900146484375,301.0,30.0,1.0
2023-03-01,2023-03-02,319.4700012207031,301.0,30.0,1.0
2023-03-01,2023-03-02,308.8800048828125,301.0,30.0,1.0
2023-03-01,2023-03-02,318.55999755859375,301.0,30.0,1.0
2023-03-01,2023-03-02,320.82000732421875,301.0,30.0,1.0
2023-03-01,2023-03-02,310.739990234375,301.0,30.0,1.0
2023-03-01,2023-03-02,316.17999267578125,301.0,30.0,1.0
2023-03-01,2023-03-02,308.0400085449219,301.0,30.0,1.0
2023-03-01,2023-03-02,315.2799987792969,301.0,30.0,1.0
2023-03-01,2023-03-02,315.1300048828125,301.0,30.0,1.0
2023-03-01,2023-03-02,313.2900085449219,301.0,30.0,1.0
2023-03-01,2023-03-02,311.1400146484375,301.0,30.0,1.0
2023-03-01,2023-03-02,311.79998779296875,301.0,30.0,1.0
2023-03-01,2023-03-02,313.6199951171875,301.0,30.0,1.0
2023-03-01,2023-03-02,323.8699951171875,301.0,30.0,1.0
2023-03-01,2023-03-02,315.260009765625,301.0,30.0,1.0
2023-03-01,2023-03-02,316.4200134277344,301.0,30.0,1.0
2023-03-01,2023-03-02,318.3900146484375,301.0,30.0,1.0
2023-03-01,2023-03-02,317.0799865722656,301.0,30.0,1.0
2023-03-01,2023-03-02,311.8699951171875,301.0,30.0,1.0
2023-03-01,2023-03-02,312.5400085449219,301.0,30.0,1.0
2023-03-01,2023-03-02,305.19000244140625,301.0,30.0,1.0
2023-03-01,2023-03-02,312.2099914550781,301.0,30.0,1.0
2023-03-01,2023-03-02,316.95001220703125,301.0,30.0,1.0
2023-03-01,2023-03-02,320.6099853515625,301.0,30.0,1.0
2023-03-01,2023-03-02,319.7200012207031,301.0,30.0,1.0
2023-03-01,2023-03-02,320.2200012207031,301.0,30.0,1.0
2023-03-01,2023-03-02,320.010009765625,301.0,30.0,1.0
2023-03-01,2023-03-02,319.739990234375,301.0,30.0,1.0
2023-03-01,2023-03-02,319.6099853515625,301.0,30.0,1.0
2023-03-01,2023-03-02,312.7099914550781,301.0,30.0,1.0
2023-03-01,2023-03-02,308.510009765625,301.0,30.0,1.0
2023-03-01,2023-03-02,323.70062327385136,301.0,30.0,1.0
2023-03-01,2023-03-02,312.4100036621094,301.0,30.0,1.0
2023-03-01,2023-03-02,320.44000244140625,301.0,30.0,1.0
2023-03-01,2023-03-02,318.9100036621094,301.0,30.0,1.0
2023-03-01,2023-03-02,317.5,301.0,30.0,1.0
2023-03-01,2023-03-02,314.510009765625,301.0,30.0,1.0
2023-03-01,2023-03-02,318.6099853515625,301.0,30.0,1.0
2023-03-01,2023-03-02,311.9200134277344,301.0,30.0,1.0
2023-03-01,2023-03-02,310.2900085449219,301.0,30.0,1.0
2023-03-01,2023-03-02,316.010009765625,301.0,30.0,1.0
2023-03-01,2023-03-02,314.8999938964844,301.0,30.0,1.0
2023-03-01,2023-03-02,318.2900085449219,301.0,30.0,1.0
2023-03-01,2023-03-02,309.989990234375,301.0,30.0,1.0
2023-03-01,2023-03-02,310.5017898082744,301.0,30.0,1.0
2023-03-01,2023-03-02,313.6199951171875,301.0,30.0,1.0
2023-03-01,2023-03-02,316.8599853515625,301.0,30.0,1.0
2023-03-01,2023-03-02,311.3399963378906,301.0,30.0,1.0
2023-03-01,2023-03-02,311.1000061035156,301.0,30.0,1.0
2023-03-01,2023-03-02,319.260009765625,301.0,30.0,1.0
2023-03-01,2023-03-02,310.5400085449219,301.0,30.0,1.0
2023-03-01,2023-03-02,309.2900085449219,301.0,30.0,1.0
2023-03-01,2023-03-02,321.3999938964844,301.0,30.0,1.0
2023-03-01,2023-03-02,307.739990234375,301.0,30.0,1.0
2023-03-01,2023-03-02,311.5899963378906,301.0,30.0,1.0
2023-03-01,2023-03-02,319.19000244140625,301.0,30.0,1.0
2023-03-01,2023-03-02,315.5299987792969,301.0,30.0,1.0
2023-03-01,2023-03-02,308.20001220703125,301.0,30.0,1.0
2023-03-01,2023-03-02,316.17999267578125,301.0,30.0,1.0
2023-03-01,2023-03-02,321.32000732421875,301.0,30.0,1.0
2023-03-01,2023-03-02,314.70001220703125,301.0,30.0,1.0
2023-03-01,2023-03-02,314.0400085449219,301.0,30.0,1.0
2023-03-01,2023-03-02,322.3900146484375,301.0,30.0,1.0
2023-03-01,2023-03-02,318.4200134277344,301.0,30.0,1.0
2023-03-01,2023-03-02,320.7799987792969,301.0,30.0,1.0
2023-03-01,2023-03-02,312.4700012207031,301.0,30.0,1.0
2023-03-01,2023-03-02,314.8999938964844,301.0,30.0,1.0
2023-03-01,2023-03-02,316.6499938964844,301.0,30.0,1.0
2023-03-01,2023-03-02,310.8500061035156,301.0,30.0,1.0
2023-03-01,2023-03-02,309.5899963378906,301.0,30.0,1.0
2023-03-01,2023-03-02,312.4700012207031,301.0,30.0,1.0
2023-03-01,2023-03-02,307.75,301.0,30.0,1.0
2023-03-01,2023-03-02,309.17999267578125,301.0,30.0,1.0
2023-03-01,2023-03-02,321.3500061035156,301.0,30.0,1.0
2023-03-01,2023-03-02,317.0799865722656,301.0,30.0,1.0
2023-03-01,2023-03-02,315.6199951171875,301.0,30.0,1.0
2023-03-01,2023-03-02,317.3299865722656,301.0,30.0,1.0
2023-03-01,2023-03-02,312.94000244140625,301.0,30.0,1.0
2023-03-01,2023-03-02,310.30999755859375,301.0,30.0,1.0
2023-03-01,2023-03-02,320.32000732421875,301.0,30.0,1.0
2023-03-01,2023-03-02,310.55999755859375,301.0,30.0,1.0
2023-03-01,2023-03-02,316.4200134277344,301.0,30.0,1.0
2023-03-01,2023-03-02,322.92999267578125,301.0,30.0,1.0
2023-03-01,2023-03-02,310.3299865722656,301.0,30.0,1.0
2023-03-01,2023-03-02,313.4200134277344,301.0,30.0,1.0
2023-03-01,2023-03-02,313.9700012207031,301.0,30.0,1.0
2023-03-01,2023-03-02,314.9100036621094,301.0,30.0,1.0
2023-03-01,2023-03-02,312.760009765625,301.0,30.0,1.0
2023-03-01,2023-03-02,319.7300109863281,301.0,30.0,1.0
2023-03-01,2023-03-02,309.4800109863281,301.0,30.0,1.0
2023-03-01,2023-03-02,323.25,301.0,30.0,1.0
2023-03-01,2023-03-02,313.510009765625,301.0,30.0,1.0
2023-03-01,2023-03-02,318.2200012207031,301.0,30.0,1.0
2023-03-01,2023-03-02,314.1099853515625,301.0,30.0,1.0
2023-03-01,2023-03-02,308.5400085449219,301.0,30.0,1.0
2023-03-01,2023-03-02,312.0899963378906,301.0,30.0,1.0
2023-03-01,2023-03-02,313.8399963378906,301.0,30.0,1.0
2023-03-01,2023-03-02,317.510009765625,302.0,30.0,2.0
2023-03-01,2023-03-02,322.0,302.0,30.0,2.0
2023-03-01,2023-03-02,317.07000732421875,302.0,30.0,2.0
2023-03-01,2023-03-02,317.5,302.0,30.0,2.0
2023-03-01,2023-03-02,320.94000244140625,302.0,30.0,2.0
2023-03-01,2023-03-02,314.5199890136719,302.0,30.0,2.0
2023-03-01,2023-03-02,319.7699890136719,302.0,30.0,2.0
2023-03-01,2023-03-02,320.2200012207031,302.0,30.0,2.0
2023-03-01,2023-03-02,316.5,302.0,30.0,2.0
2023-03-01,2023-03-02,311.9100036621094,302.0,30.0,2.0
2023-03-01,2023-03-02,314.4200134277344,302.0,30.0,2.0
2023-03-01,2023-03-02,322.5299987792969,302.0,30.0,2.0
2023-03-01,2023-03-02,309.19000244140625,302.0,30.0,2.0
2023-03-01,2023-03-02,306.3900146484375,302.0,30.0,2.0
2023-03-01,2023-03-02,313.739990234375,302.0,30.0,2.0
2023-03-01,2023-03-02,321.3399963378906,302.0,30.0,2.0
2023-03-01,2023-03-02,317.32000732421875,302.0,30.0,2.0
2023-03-01,2023-03-02,312.8599853515625,302.0,30.0,2.0
2023-03-01,2023-03-02,324.3900146484375,302.0,30.0,2.0
2023-03-01,2023-03-02,314.8800048828125,302.0,30.0,2.0
2023-03-01,2023-03-02,311.2900085449219,302.0,30.0,2.0
2023-03-01,2023-03-02,318.1099853515625,302.0,30.0,2.0
2023-03-01,2023-03-02,318.4100036621094,302.0,30.0,2.0
2023-03-01,2023-03-02,317.4224939346315,302.0,30.0,2.0
2023-03-01,2023-03-02,320.69000244140625,302.0,30.0,2.0
2023-03-01,2023-03-02,317.29998779296875,302.0,30.0,2.0
2023-03-01,2023-03-02,316.2300109863281,302.0,30.0,2.0
2023-03-01,2023-03-02,314.5,302.0,30.0,2.0
2023-03-01,2023-03-02,318.4599914550781,302.0,30.0,2.0
2023-03-01,2023-03-02,309.2799987792969,302.0,30.0,2.0
2023-03-01,2023-03-02,318.67999267578125,302.0,30.0,2.0
2023-03-01,2023-03-02,316.1099853515625,302.0,30.0,2.0
2023-03-01,2023-03-02,316.04998779296875,302.0,30.0,2.0
2023-03-01,2023-03-02,314.9599914550781,302.0,30.0,2.0
2023-03-01,2023-03-02,323.7200012207031,302.0,30.0,2.0
2023-03-01,2023-03-02,320.17999267578125,302.0,30.0,2.0
2023-03-01,2023-03-02,324.5899963378906,302.0,30.0,2.0
2023-03-01,2023-03-02,314.70001220703125,302.0,30.0,2.0
2023-03-01,2023-03-02,322.0,302.0,30.0,2.0
2023-03-01,2023-03-02,316.2099914550781,302.0,30.0,2.0
2023-03-01,2023-03-02,311.2099914550781,302.0,30.0,2.0
2023-03-01,2023-03-02,322.19000244140625,302.0,30.0,2.0
2023-03-01,2023-03-02,317.55999755859375,302.0,30.0,2.0
2023-03-01,2023-03-02,313.32000732421875,302.0,30.0,2.0
2023-03-01,2023-03-02,321.9800109863281,302.0,30.0,2.0
2023-03-01,2023-03-02,316.8800048828125,302.0,30.0,2.0
2023-03-01,2023-03-02,308.6499938964844,302.0,30.0,2.0
2023-03-01,2023-03-02,308.19000244140625,302.0,30.0,2.0
2023-03-01,2023-03-02,318.3900146484375,302.0,30.0,2.0
2023-03-01,2023-03-02,310.0299987792969,302.0,30.0,2.0
2023-03-01,2023-03-02,319.4100036621094,302.0,30.0,2.0
2023-03-01,2023-03-02,322.2200012207031,302.0,30.0,2.0
2023-03-01,2023-03-02,315.2099914550781,302.0,30.0,2.0
2023-03-01,2023-03-02,309.6000061035156,302.0,30.0,2.0
2023-03-01,2023-03-02,321.6000061035156,302.0,30.0,2.0
2023-03-01,2023-03-02,322.07000732421875,302.0,30.0,2.0
2023-03-01,2023-03-02,319.4700012207031,302.0,30.0,2.0
2023-03-01,2023-03-02,309.42999267578125,302.0,30.0,2.0
2023-03-01,2023-03-02,312.07000732421875,302.0,30.0,2.0
2023-03-01,2023-03-02,315.29998779296875,302.0,30.0,2.0
2023-03-01,2023-03-02,322.5400085449219,302.0,30.0,2.0
2023-03-01,2023-03-02,318.0299987792969,302.0,30.0,2.0
2023-03-01,2023-03-02,313.739990234375,302.0,30.0,2.0
2023-03-01,2023-03-02,314.7300109863281,302.0,30.0,2.0
2023-03-01,2023-03-02,319.2699890136719,302.0,30.0,2.0
2023-03-01,2023-03-02,317.760009765625,302.0,30.0,2.0
2023-03-01,2023-03-02,319.8599853515625,302.0,30.0,2.0
2023-03-01,2023-03-02,323.9599914550781,302.0,30.0,2.0
2023-03-01,2023-03-02,316.2099914550781,302.0,30.0,2.0
2023-03-01,2023-03-02,320.3399963378906,302.0,30.0,2.0
2023-03-01,2023-03-02,306.82000732421875,302.0,30.0,2.0
2023-03-01,2023-03-02,315.55999755859375,302.0,30.0,2.0
2023-03-01,2023-03-02,316.4800109863281,302.0,30.0,2.0
2023-03-01,2023-03-02,322.8800048828125,302.0,30.0,2.0
2023-03-01,2023-03-02,314.5199890136719,302.0,30.0,2.0
2023-03-01,2023-03-02,314.79998779296875,302.0,30.0,2.0
2023-03-01,2023-03-02,321.489990234375,302.0,30.0,2.0
2023-03-01,2023-03-02,308.42999267578125,302.0,30.0,2.0
2023-03-01,2023-03-02,316.8500061035156,302.0,30.0,2.0
2023-03-01,2023-03-02,319.1300048828125,302.0,30.0,2.0
2023-03-01,2023-03-02,313.05999755859375,302.0,30.0,2.0
2023-03-01,2023-03-02,320.5299987792969,302.0,30.0,2.0
2023-03-01,2023-03-02,320.8699951171875,302.0,30.0,2.0
2023-03-01,2023-03-02,320.82000732421875,302.0,30.0,2.0
2023-03-01,2023-03-02,312.82000732421875,302.0,30.0,2.0
2023-03-01,2023-03-02,315.9700012207031,302.0,30.0,2.0
2023-03-01,2023-03-02,321.6499938964844,302.0,30.0,2.0
2023-03-01,2023-03-02,310.6600036621094,302.0,30.0,2.0
2023-03-01,2023-03-02,321.82000732421875,302.0,30.0,2.0
2023-03-01,2023-03-02,314.92999267578125,302.0,30.0,2.0
2023-03-01,2023-03-02,320.7699890136719,302.0,30.0,2.0
2023-03-01,2023-03-02,319.739990234375,302.0,30.0,2.0
2023-03-01,2023-03-02,311.57000732421875,302.0,30.0,2.0
2023-03-01,2023-03-02,322.79998779296875,302.0,30.0,2.0
2023-03-01,2023-03-02,311.9100036621094,302.0,30.0,2.0
2023-03-01,2023-03-02,324.3399963378906,302.0,30.0,2.0
2023-03-01,2023-03-02,318.80999755859375,302.0,30.0,2.0
2023-03-01,2023-03-02,313.6700134277344,302.0,30.0,2.0
2023-03-01,2023-03-02,321.1700134277344,302.0,30.0,2.0
2023-03-01,2023-03-02,318.1600036621094,302.0,30.0,2.0
2023-03-01,2023-03-02,318.55999755859375,303.0,30.0,3.0
2023-03-01,2023-03-02,317.8800048828125,303.0,30.0,3.0
2023-03-01,2023-03-02,318.510009765625,303.0,30.0,3.0
2023-03-01,2023-03-02,307.6400146484375,303.0,30.0,3.0
2023-03-01,2023-03-02,317.760009765625,303.0,30.0,3.0
2023-03-01,2023-03-02,314.9700012207031,303.0,30.0,3.0
2023-03-01,2023-03-02,307.54998779296875,303.0,30.0,3.0
2023-03-01,2023-03-02,320.4700012207031,303.0,30.0,3.0
2023-03-01,2023-03-02,310.5400085449219,303.0,30.0,3.0
2023-03-01,2023-03-02,312.1600036621094,303.0,30.0,3.0
2023-03-01,2023-03-02,313.1600036621094,303.0,30.0,3.0
2023-03-01,2023-03-02,319.4800109863281,303.0,30.0,3.0
2023-03-01,2023-03-02,306.6400146484375,303.0,30.0,3.0
2023-03-01,2023-03-02,318.32000732421875,303.0,30.0,3.0
2023-03-01,2023-03-02,319.3299865722656,303.0,30.0,3.0
2023-03-01,2023-03-02,324.2799987792969,303.0,30.0,3.0
2023-03-01,2023-03-02,310.7099914550781,303.0,30.0,3.0
2023-03-01,2023-03-02,313.45001220703125,303.0,30.0,3.0
2023-03-01,2023-03-02,309.29998779296875,303.0,30.0,3.0
2023-03-01,2023-03-02,318.44000244140625,303.0,30.0,3.0
2023-03-01,2023-03-02,309.6499938964844,303.0,30.0,3.0
2023-03-01,2023-03-02,321.07000732421875,303.0,30.0,3.0
2023-03-01,2023-03-02,313.1400146484375,303.0,30.0,3.0
2023-03-01,2023-03-02,315.8299865722656,303.0,30.0,3.0
2023-03-01,2023-03-02,318.94000244140625,303.0,30.0,3.0
2023-03-01,2023-03-02,318.0299987792969,303.0,30.0,3.0
2023-03-01,2023-03-02,304.7900085449219,303.0,30.0,3.0
2023-03-01,2023-03-02,312.45001220703125,303.0,30.0,3.0
2023-03-01,2023-03-02,305.3800048828125,303.0,30.0,3.0
2023-03-01,2023-03-02,310.8500061035156,303.0,30.0,3.0
2023-03-01,2023-03-02,313.6600036621094,303.0,30.0,3.0
2023-03-01,2023-03-02,309.9100036621094,303.0,30.0,3.0
2023-03-01,2023-03-02,313.45001220703125,303.0,30.0,3.0
2023-03-01,2023-03-02,313.760009765625,303.0,30.0,3.0
2023-03-01,2023-03-02,318.5899963378906,303.0,30.0,3.0
2023-03-01,2023-03-02,320.0799865722656,303.0,30.0,3.0
2023-03-01,2023-03-02,317.05999755859375,303.0,30.0,3.0
2023-03-01,2023-03-02,310.6499938964844,303.0,30.0,3.0
2023-03-01,2023-03-02,320.1600036621094,303.0,30.0,3.0
2023-03-01,2023-03-02,312.79998779296875,303.0,30.0,3.0
2023-03-01,2023-03-02,310.3399963378906,303.0,30.0,3.0
2023-03-01,2023-03-02,319.2200012207031,303.0,30.0,3.0
2023-03-01,2023-03-02,304.916731476783,303.0,30.0,3.0
2023-03-01,2023-03-02,307.8399963378906,303.0,30.0,3.0
2023-03-01,2023-03-02,313.69000244140625,303.0,30.0,3.0
2023-03-01,2023-03-02,317.94000244140625,303.0,30.0,3.0
2023-03-01,2023-03-02,302.9700012207031,303.0,30.0,3.0
2023-03-01,2023-03-02,318.4800109863281,303.0,30.0,3.0
2023-03-01,2023-03-02,321.1000061035156,303.0,30.0,3.0
2023-03-01,2023-03-02,306.7200012207031,303.0,30.0,3.0
2023-03-01,2023-03-02,320.7300109863281,303.0,30.0,3.0
2023-03-01,2023-03-02,312.7099914550781,303.0,30.0,3.0
2023-03-01,2023-03-02,313.80999755859375,303.0,30.0,3.0
2023-03-01,2023-03-02,314.8299865722656,303.0,30.0,3.0
2023-03-01,2023-03-02,313.5199890136719,303.0,30.0,3.0
2023-03-01,2023-03-02,320.7699890136719,303.0,30.0,3.0
2023-03-01,2023-03-02,316.7300109863281,303.0,30.0,3.0
2023-03-01,2023-03-02,317.3500061035156,303.0,30.0,3.0
2023-03-01,2023-03-02,309.2799987792969,303.0,30.0,3.0
2023-03-01,2023-03-02,311.8999938964844,303.0,30.0,3.0
2023-03-01,2023-03-02,308.5899963378906,303.0,30.0,3.0
2023-03-01,2023-03-02,312.55999755859375,303.0,30.0,3.0
2023-03-01,2023-03-02,306.94000244140625,303.0,30.0,3.0
2023-03-01,2023-03-02,311.3999938964844,303.0,30.0,3.0
2023-03-01,2023-03-02,311.8489031791681,303.0,30.0,3.0
2023-03-01,2023-03-02,314.70001220703125,303.0,30.0,3.0
2023-03-01,2023-03-02,311.6400146484375,303.0,30.0,3.0
2023-03-01,2023-03-02,309.3299865722656,303.0,30.0,3.0
2023-03-01,2023-03-02,308.55999755859375,303.0,30.0,3.0
2023-03-01,2023-03-02,317.2799987792969,303.0,30.0,3.0
2023-03-01,2023-03-02,309.7300109863281,303.0,30.0,3.0
2023-03-01,2023-03-02,321.9700012207031,303.0,30.0,3.0
2023-03-01,2023-03-02,310.5261411666854,303.0,30.0,3.0
2023-03-01,2023-03-02,319.55999755859375,303.0,30.0,3.0
2023-03-01,2023-03-02,312.1199951171875,303.0,30.0,3.0
2023-03-01,2023-03-02,309.2799987792969,303.0,30.0,3.0
2023-03-01,2023-03-02,316.3299865722656,303.0,30.0,3.0
2023-03-01,2023-03-02,314.3599853515625,303.0,30.0,3.0
2023-03-01,2023-03-02,315.4100036621094,303.0,30.0,3.0
2023-03-01,2023-03-02,321.8500061035156,303.0,30.0,3.0
2023-03-01,2023-03-02,306.3999938964844,303.0,30.0,3.0
2023-03-01,2023-03-02,312.70001220703125,303.0,30.0,3.0
2023-03-01,2023-03-02,316.8299865722656,303.0,30.0,3.0
2023-03-01,2023-03-02,322.239990234375,303.0,30.0,3.0
2023-03-01,2023-03-02,317.29998779296875,303.0,30.0,3.0
2023-03-01,2023-03-02,321.5,303.0,30.0,3.0
2023-03-01,2023-03-02,317.1099853515625,303.0,30.0,3.0
2023-03-01,2023-03-02,316.1199951171875,303.0,30.0,3.0
2023-03-01,2023-03-02,305.2200012207031,303.0,30.0,3.0
2023-03-01,2023-03-02,319.760009765625,303.0,30.0,3.0
2023-03-01,2023-03-02,310.8999938964844,303.0,30.0,3.0
2023-03-01,2023-03-02,321.2200012207031,303.0,30.0,3.0
2023-03-01,2023-03-02,315.5199890136719,303.0,30.0,3.0
2023-03-01,2023-03-02,321.0400085449219,303.0,30.0,3.0
2023-03-01,2023-03-02,302.5899963378906,303.0,30.0,3.0
2023-03-01,2023-03-02,310.489990234375,303.0,30.0,3.0
2023-03-01,2023-03-02,316.9800109863281,303.0,30.0,3.0
2023-03-01,2023-03-02,316.70001220703125,303.0,30.0,3.0
